Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
China sxt pharmaceuticals in,2RY:FWB,"",451500.0,126000.0,0.0001,0.0,3755,430100.0,2009.813084,addition,N/A,Q4 2021, ,13F,03/31/2022,,
180 life sciences corp,ATNF,"",48213.0,125000.0,0.0001,,3756,48213.0,,new,0.1412056,Q1 2022,FINANCE,13F,03/31/2022,2.59,
Neurometrix inc,NURO,"",30128.0,125000.0,0.0001,0.0009,3757,-114610.0,-79.184457,reduction,0.4225472,Q1 2021,HEALTH CARE,13F,03/31/2022,4.27,
Ardmore shipping corp,ASC,"",27500.0,124000.0,0.0001,0.0001,3758,9000.0,48.648649,addition,0.0795406,Q1 2018,TRANSPORTS,13F,03/31/2022,3.7465,
Synlogic inc,SYBX,"",51300.0,123000.0,0.0001,0.0002,3759,-3400.0,-6.215722,reduction,0.0730242,Q1 2019,HEALTH CARE,13F,03/31/2022,2.12,
Jounce therapeutics inc,JNCE,"",18100.0,123000.0,0.0001,,3760,18100.0,,new,0.0350271,Q1 2022,HEALTH CARE,13F,03/31/2022,6.79,
S&w seed co,SANW,"",56620.0,121000.0,0.0001,0.0003,3761,-18300.0,-24.426054,reduction,0.1362376,Q1 2019,CONSUMER STAPLES,13F,03/31/2022,2.65,
Finvolution group,FINV,"",30500.0,121000.0,0.0001,,3762,30500.0,,new,0.0180086,Q1 2022,FINANCE,13F,03/31/2022,3.97,
Americas silver corp,USAS,"",112100.0,121000.0,0.0001,,3763,112100.0,,new,0.0608322,Q3 2021,MATERIALS,13F,03/31/2022,1.08,
N-able inc,NABL,"",13200.0,120000.0,0.0001,,3764,13200.0,,new,0.0073365,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,9.1,
Wisekey intl holding ag ads,WKEY,"",23250.0,119000.0,0.0001,0.0001,3765,14000.0,151.351351,addition,0.4568822,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,3.1051,
Phasebio pharmaceuticals inc,PHAS,"",89300.0,118000.0,0.0001,,3766,89300.0,,new,0.1834030,Q3 2021,HEALTH CARE,13F,03/31/2022,1.32,
Codiak biosciences  inc.,CDAK,"",18500.0,116000.0,0.0001,,3767,18500.0,,new,0.0822446,Q1 2022,HEALTH CARE,13F,03/31/2022,6.27,
Bioline rx ltd,BLRX,"",67346.0,115000.0,0.0001,0.0,3768,53246.0,377.631206,addition,0.1406394,Q2 2020,HEALTH CARE,13F,03/31/2022,1.8126,
Viomi technology co ltd,VIOT,"",65864.0,115000.0,0.0001,0.0001,3769,22100.0,50.498126,addition,0.1858221,Q3 2019,CONSUMER STAPLES,13F,03/31/2022,4.4709,
My size inc,MYSZ,"",329400.0,114000.0,0.0001,0.0003,3770,-178300.0,-35.119165,reduction,1.2979988,Q4 2021,COMMUNICATIONS,13F,03/31/2022,0.51,
Oxbridge re holdings ltd,OXBR,"",20882.0,114000.0,0.0001,0.0002,3771,-9118.0,-30.393333,reduction,0.3611811,Q3 2021,FINANCE,13F,03/31/2022,4.08,
Mayville engineering company inc,MEC,"",12100.0,113000.0,0.0001,0.0007,3772,-23500.0,-66.011236,reduction,0.0589304,Q4 2020,INDUSTRIALS,13F,03/31/2022,17.73,
Happiness development group ltd,HAPP,"",378976.0,112000.0,0.0001,0.0002,3773,65528.0,20.905541,addition,No Data,Q1 2020,HEALTH CARE,13F,03/31/2022,1.7381,
Nuzee  inc.,NUZE,"",50600.0,111000.0,0.0001,,3774,50600.0,,new,0.2600053,Q1 2022,CONSUMER STAPLES,13F,03/31/2022,2.19,
Entrada therapeutics inc,TRDA,"",11800.0,111000.0,0.0001,0.0003,3775,-1773.0,-13.062698,reduction,0.0376209,Q4 2021,HEALTH CARE,13F,03/31/2022,17.12,
Cvent holding corp,CVT,"",15500.0,111000.0,0.0001,,3776,15500.0,,new,0.0032204,Q1 2022,FINANCE,13F,03/31/2022,7.19,
La jolla pharmaceutical co,LJPC,"",26100.0,111000.0,0.0001,0.0002,3777,-9400.0,-26.478873,reduction,0.1021277,Q2 2020,HEALTH CARE,13F,03/31/2022,3.99,
Arcadia biosciences inc,RKDA,"",77800.0,109000.0,0.0001,0.0004,3778,-260800.0,-77.023036,reduction,0.3506255,Q4 2021,MATERIALS,13F,03/31/2022,1.04,
Vivopower international plc,VVPR,"",61800.0,109000.0,0.0001,0.0002,3779,-100.0,-0.161551,reduction,0.3339446,Q2 2019,ENERGY,13F,03/31/2022,3.89,
Flora growth corp,FLGC,"",54800.0,107000.0,0.0001,0.0006,3780,-207554.0,-79.112192,reduction,0.0717788,Q4 2021,HEALTH CARE,13F,03/31/2022,1.78,
Moleculin biotech inc,MOL1:FWB2,"",59900.0,107000.0,0.0001,0.0001,3781,26500.0,79.341317,addition,N/A,Q4 2021, ,13F,03/31/2022,,
Huami corp,ZEPP,"",37200.0,107000.0,0.0001,,3782,37200.0,,new,0.1128851,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,2.88,
Xinyuan real estate co ltd adr,XIN,"",95300.0,107000.0,0.0001,0.0001,3783,-37200.0,-28.075472,reduction,0.1768783,Q3 2008,REAL ESTATE,13F,03/31/2022,3.79,
Vasta platform ltd.,VSTA,"",18700.0,107000.0,0.0001,0.0001,3784,7800.0,71.559633,addition,0.0986404,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,4.8515,
Secoo holding ltd,SECO,"",301900.0,106000.0,0.0001,0.0003,3785,-262700.0,-46.528516,reduction,0.5249549,Q3 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,1.08,
Applied uv  inc.,AUVI,"",70831.0,106000.0,0.0001,0.0,3786,57384.0,426.742024,addition,0.5464017,Q4 2021,INDUSTRIALS,13F,03/31/2022,1.7278,
Peck company holdings inc,ISUN,"",25259.0,104000.0,0.0001,,3787,25259.0,,new,0.1798025,Q3 2021,FINANCE,13F,03/31/2022,4.1,
Agriforce growing systems ltd,AGRI,"",33800.0,104000.0,0.0001,0.0,3788,16900.0,100.0,addition,0.2202071,Q4 2021,INDUSTRIALS,13F,03/31/2022,2.58,
Amplitech group inc,AMPG,"",31000.0,104000.0,0.0001,0.001,3789,-167900.0,-84.414279,reduction,0.3235195,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,4.1,
New age beverages corp,NBEV,"",176700.0,103000.0,0.0001,0.0001,3790,121800.0,221.857923,addition,0.1291780,Q2 2020,CONSUMER STAPLES,13F,03/31/2022,1.112,
Atlantic american corp.,AAME,"",32800.0,103000.0,0.0001,0.0001,3791,-500.0,-1.501502,reduction,0.1607561,Q2 2013,FINANCE,13F,03/31/2022,3.74,
Puyi inc,PUYI,"",17617.0,101000.0,0.0001,,3792,17617.0,,new,0.0292085,Q1 2022,FINANCE,13F,03/31/2022,5.73,
Cingulate inc,CING,"",51000.0,100000.0,0.0001,,3793,51000.0,,new,0.4509518,Q1 2022,HEALTH CARE,13F,03/31/2022,1.97,
Sotherly hotels lp,SOHO,"",48382.0,100000.0,0.0001,0.0001,3794,-7127.0,-12.839359,reduction,0.2670200,Q3 2014,REAL ESTATE,13F,03/31/2022,5.83,
Tuanche ltd-adr,TC,"",48298.0,99000.0,0.0001,0.0002,3795,1200.0,2.547879,addition,N/A,Q1 2021, ,13F,03/31/2022,,
Microbot medical inc,MBOT,"",15695.0,98000.0,0.0001,0.0001,3796,5400.0,52.452647,addition,0.2208034,Q4 2018,HEALTH CARE,13F,03/31/2022,7.0768,
Mogu inc,MOGU,"",27907.0,98000.0,0.0001,0.0002,3797,-11860.42,-29.824464,reduction,0.3810349,Q2 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,36.13,
Blue hat interactive entertainment technology,BHAT,"",20140.9,98000.0,0.0001,0.0002,3798,-24980.0,-55.362371,reduction,0.3742004,Q1 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,0.63,
Remark holdings inc,MARK,"",119600.0,98000.0,0.0001,0.0004,3799,-221770.0,-64.964701,reduction,0.1137339,Q1 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,0.99,
Bit brother limited,BTB,"",287200.0,98000.0,0.0001,0.0004,3800,-339000.0,-54.136059,reduction,No Data,Q4 2021,MATERIALS,13F,03/31/2022,0.57,
Marin software inc,MRIN,"",33615.0,97000.0,0.0001,0.0004,3801,-43403.0,-56.354359,reduction,0.2159413,Q1 2015,COMMUNICATIONS,13F,03/31/2022,3.71,
Cbdmd inc,YCBD,"",93600.0,97000.0,0.0001,0.0001,3802,30900.0,49.282297,addition,N/A,Q3 2020, ,13F,03/31/2022,,
Zenvia inc,ZENV,"",15700.0,96000.0,0.0001,,3803,15700.0,,new,0.1025500,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,6.1,
Gold standard ventures corp,GSV,"",215400.0,96000.0,0.0001,0.0001,3804,92988.0,75.963141,addition,0.0600443,Q4 2021,MATERIALS,13F,03/31/2022,0.44,
Oppfi inc,OPFI,"",27800.0,95000.0,0.0001,,3805,27800.0,,new,0.2030919,Q1 2022,FINANCE,13F,03/31/2022,3.43,
Xpresspa group inc,XSPA,"",84432.0,95000.0,0.0001,,3806,84432.0,,new,0.0885400,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,1.13,
Laix inc,LAIXY,"",24168.0,95000.0,0.0001,,3807,24168.0,,new,N/A,Q1 2022, ,13F,03/31/2022,,
Burcon nutrascience corp,BRCN,"",102100.0,93000.0,0.0001,0.0002,3808,-17423.0,-14.577111,reduction,0.0939034,Q2 2021,HEALTH CARE,13F,03/31/2022,1.86,
Ambrx biopharma inc,AMAM,"",22600.0,93000.0,0.0001,0.0001,3809,10800.0,91.525424,addition,0.0585664,Q4 2021,HEALTH CARE,13F,03/31/2022,6.6836,
China xiangtai food co ltd,BTOG,"",83500.0,92000.0,0.0001,0.0,3810,54340.0,186.351166,addition,0.0924929,Q3 2020,CONSUMER STAPLES,13F,03/31/2022,1.086,
Yumanity therapeutics inc.,YMTX,"",60408.0,91000.0,0.0001,0.0004,3811,-36112.0,-37.414007,reduction,N/A,Q3 2021, ,13F,03/31/2022,,
Aquestive therapeutics inc,AQST,"",34300.0,90000.0,0.0001,0.0001,3812,23043.0,204.699298,addition,0.0774454,Q4 2020,HEALTH CARE,13F,03/31/2022,3.0563,
Achilles therapeutics plc,ACHL,"",30533.0,90000.0,0.0001,0.0002,3813,5000.0,19.582501,addition,0.0751980,Q4 2021,HEALTH CARE,13F,03/31/2022,4.671,
First high school education group co ltd,FHS,"",59700.0,90000.0,0.0001,0.0001,3814,21440.0,56.037637,addition,0.3281592,Q3 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,1.9486,
Wimi hologram cloud inc. adr,WIMI,"",33600.0,90000.0,0.0001,0.0014,3815,-339369.0,-90.991208,reduction,0.0438355,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,3.04,
Nephros inc,NEPH,"",20317.0,89000.0,0.0001,,3816,20317.0,,new,0.1968927,Q1 2022,HEALTH CARE,13F,03/31/2022,4.4,
Central puerto sa,CEPU,"",21891.0,88000.0,0.0001,0.0005,3817,-95930.0,-81.42012,reduction,0.0145439,Q3 2019,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,2.44,
111 inc,YI,"",32947.0,88000.0,0.0001,0.0001,3818,12600.0,61.925591,addition,0.0702894,Q1 2020,HEALTH CARE,13F,03/31/2022,4.3892,
Centrais electricas pfd adr,EBR.B,"",11000.0,87000.0,0.0001,,3819,11000.0,,new,0.0039294,Q1 2022,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,7.88,
Cellectar biosciences inc,CLRB,"",126800.0,87000.0,0.0001,0.0001,3820,6869.0,5.72746,addition,0.2075244,Q3 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,1.494,
Research solutions inc,RSSS,"",40600.0,86000.0,0.0001,0.0002,3821,-34400.0,-45.866667,reduction,0.1497987,Q2 2021,INDUSTRIALS,13F,03/31/2022,2.74,
Cogent biosciences inc,COGT,"",11500.0,86000.0,0.0001,,3822,11500.0,,new,0.0250986,Q1 2022,HEALTH CARE,13F,03/31/2022,7.49,
Heritage glbl inc,HGBL,"",63217.0,85000.0,0.0001,0.0001,3823,387.0,0.615948,addition,0.1723575,Q3 2020,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,2.3439,
Akoustis technologies inc,AKTS,"",12969.0,84000.0,0.0001,0.0018,3824,-202631.0,-93.984694,reduction,0.0231743,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,6.68,
Protagenic therapeutics,PTIX,"",102200.0,83000.0,0.0001,0.0001,3825,41800.0,69.205298,addition,0.5912552,Q3 2021, ,13F,03/31/2022,1.2612,
Artelo biosciences inc,ARTL,"",182619.0,82000.0,0.0001,0.0001,3826,73819.0,67.848346,addition,0.4317131,Q2 2021,HEALTH CARE,13F,03/31/2022,0.8909,
Ecmoho ltd ads,MOHO,"",293407.0,82000.0,0.0001,0.0001,3827,60000.0,25.70617,addition,0.8468841,Q2 2020,HEALTH CARE,13F,03/31/2022,1.3297,
Real good food company inc (the),RGF,"",10413.0,82000.0,0.0001,,3828,10413.0,,new,0.1687714,Q1 2022,CONSUMER STAPLES,13F,03/31/2022,7.9,
Immunome  inc.,IMNM,"",14000.0,80000.0,0.0001,,3829,14000.0,,new,0.1154412,Q1 2022,HEALTH CARE,13F,03/31/2022,5.68,
Ontrak inc. (hythiam - catasys),OTRK,"",34700.0,79000.0,0.0001,,3830,34700.0,,new,0.1810607,Q2 2021,HEALTH CARE,13F,03/31/2022,2.27,
Scopus biopharma inc.,SCPS,"",112523.0,78000.0,0.0001,0.0,3831,91623.0,438.38756,addition,0.5334294,Q4 2021,HEALTH CARE,13F,03/31/2022,0.8673,
Tomi environmental solutions inc,TOMZ,"",86000.0,78000.0,0.0001,0.0001,3832,33900.0,65.067179,addition,0.4358247,Q2 2021,INDUSTRIALS,13F,03/31/2022,1.5885,
Aurora mobile ltd,JG,"",70400.0,77000.0,0.0001,0.0001,3833,36.0,0.051163,addition,0.0758422,Q3 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,1.04,
Tracon pharmaceuticals inc,TCON,"",29200.0,77000.0,0.0001,0.0007,3834,-181800.0,-86.161137,reduction,0.1441816,Q3 2016,HEALTH CARE,13F,03/31/2022,22.27,
Htg molecular diagnostics inc,HTGM,"",55516.0,77000.0,0.0001,0.0004,3835,900.0,1.647869,addition,0.5025898,Q2 2020,HEALTH CARE,13F,03/31/2022,6.6729,
Biomea fusion inc,BMEA,"",17300.0,77000.0,0.0001,0.0002,3836,200.0,1.169591,addition,0.0593102,Q4 2021,HEALTH CARE,13F,03/31/2022,7.4154,
Lantern pharma inc.,LTRN,"",10700.0,77000.0,0.0001,,3837,10700.0,,new,0.0987910,Q1 2022,HEALTH CARE,13F,03/31/2022,7.15,
Puxin ltd,NEW,"",37140.0,77000.0,0.0001,0.0001,3838,-236060.0,-86.405564,reduction,0.0425112,Q3 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,0.46,
Fangdd network group ltd.,DUO,"",13902.15,77000.0,0.0001,0.0002,3839,-14658.79,-51.324606,reduction,5.4793714,Q1 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,0.66,
Exterran corp,EXTN,"",12200.0,76000.0,0.0001,,3840,12200.0,,new,0.0366201,Q1 2022,ENERGY,13F,03/31/2022,6.21,
Silversun technologies inc,SSNT,"",23226.0,76000.0,0.0001,,3841,23226.0,,new,0.4522040,Q2 2021,INDUSTRIALS,13F,03/31/2022,3.26,
Electrocore inc,ECOR,"",130000.0,76000.0,0.0001,0.0002,3842,-107600.0,-45.286195,reduction,0.1836954,Q4 2020,HEALTH CARE,13F,03/31/2022,1.61,
Journey medical corp,DERM,"",15600.0,75000.0,0.0001,,3843,15600.0,,new,0.1364639,Q1 2022,HEALTH CARE,13F,03/31/2022,4.83,
Qualigen therapeutics inc,QLGN,"",114027.0,75000.0,0.0001,,3844,114027.0,,new,0.2939178,Q1 2022,HEALTH CARE,13F,03/31/2022,0.66,
Moneylion inc,ML,"",29600.0,74000.0,0.0001,,3845,29600.0,,new,0.0124858,Q1 2022,FINANCE,13F,03/31/2022,2.51,
Eledon pharmaceuticals inc,ELDN,"",18473.0,73000.0,0.0001,0.0001,3846,4800.0,35.105683,addition,0.1342828,Q4 2015,HEALTH CARE,13F,03/31/2022,5959.1669,
Almaden minerals ltd,AAU,"",203700.0,73000.0,0.0001,0.0002,3847,-269102.0,-56.916426,reduction,0.1484462,Q4 2021,MATERIALS,13F,03/31/2022,0.3,
Tian ruixiang holdings ltd cl a,TIRX,"",69500.0,72000.0,0.0001,0.0001,3848,21500.0,44.791667,addition,0.5965153,Q3 2021, ,13F,03/31/2022,2.0069,
Polypid ltd.,PYPD,"",13214.0,72000.0,0.0001,,3849,13214.0,,new,0.0704500,Q1 2022,HEALTH CARE,13F,03/31/2022,5.46,
Connect biopharma holdings ltd,CNTB,"",23500.0,71000.0,0.0001,0.0001,3850,12700.0,117.592593,addition,0.0426681,Q4 2021,HEALTH CARE,13F,03/31/2022,3.9989,
Lyra therapeutics inc,LYRA,"",17500.0,70000.0,0.0001,0.0003,3851,-34500.0,-66.346154,reduction,0.0549881,Q4 2021,HEALTH CARE,13F,03/31/2022,4.36,
Diginex ltd,EQOS,"",31200.0,70000.0,0.0001,0.0006,3852,-244089.0,-88.666456,reduction,0.0671805,Q4 2021,FINANCE,13F,03/31/2022,1.87,
Citius pharmaceuticals inc,CTXR,"",39300.0,70000.0,0.0001,,3853,39300.0,,new,0.0268939,Q4 2020,HEALTH CARE,13F,03/31/2022,1.79,
Unico american corp.,UNAM,"",23337.0,68000.0,0.0001,0.0001,3854,-200.0,-0.849726,reduction,0.4399171,Q4 2014,FINANCE,13F,03/31/2022,9.31,
Plus therapeutics ord shs,PSTV,"",67358.0,67000.0,0.0001,0.0003,3855,-139142.0,-67.381114,reduction,N/A,Q3 2019, ,13F,03/31/2022,,
Centogene n.v.,CNTG,"",15900.0,67000.0,0.0001,0.0003,3856,-32568.0,-67.19485,reduction,0.0718883,Q1 2021,HEALTH CARE,13F,03/31/2022,11.19,
Sundial growers inc,SNDL,"",95228.0,67000.0,0.0001,0.0001,3857,0.0,0.0,,0.0057358,Q1 2020,HEALTH CARE,13F,03/31/2022,0.97,
Quoin pharmaceuticals ltd,QNRX,"",50400.0,67000.0,0.0001,0.0002,3858,-32986.0,-39.558199,reduction,0.5022604,Q1 2019,HEALTH CARE,13F,03/31/2022,5.93,
Impac mortgage holdings  inc.,IMH,"",89971.0,67000.0,0.0001,0.0001,3859,-300.0,-0.332333,reduction,0.4193441,Q3 2019,REAL ESTATE,13F,03/31/2022,2.92,
Ever-glory international group inc,EVK,"",36000.0,67000.0,0.0001,0.0001,3860,-4400.0,-10.891089,reduction,0.2430076,Q4 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,2.75,
Iclick interactive asia group ltd,ICLK,"",56700.0,67000.0,0.0001,,3861,56700.0,,new,0.0637798,Q4 2019,COMMUNICATIONS,13F,03/31/2022,1.18,
Titan medical inc,TMDI,"",125647.0,66000.0,0.0001,0.0002,3862,-141184.0,-52.911393,reduction,0.1129454,Q4 2019,HEALTH CARE,13F,03/31/2022,0.98,
Medalist diversified reit inc,MDRR,"",61595.0,65000.0,0.0001,0.0,3863,38695.0,168.973799,addition,0.3531834,Q2 2020,REAL ESTATE,13F,03/31/2022,1.2124,
Lgl group inc. (the) warrants,LGL.WS,"",125259.0,65000.0,0.0001,0.0001,3864,-16500.0,-11.639473,reduction,N/A,Q4 2020,INDUSTRIALS,13F,03/31/2022,,
Decibel therapeutics inc,DBTX,"",20915.0,64000.0,0.0001,0.0003,3865,-29985.0,-58.909627,reduction,0.0837790,Q2 2021,HEALTH CARE,13F,03/31/2022,4.65,
Conifer holdings inc,CNFR,"",27000.0,64000.0,0.0001,0.0001,3866,-12203.0,-31.12772,reduction,0.2779115,Q1 2021,FINANCE,13F,03/31/2022,3.3,
Elevation oncology inc,ELEV,"",25400.0,64000.0,0.0001,0.0001,3867,8800.0,53.012048,addition,0.1092287,Q4 2021,HEALTH CARE,13F,03/31/2022,4.8074,
Aslan pharmaceuticals ltd,ASLN,"",70600.0,64000.0,0.0001,,3868,70600.0,,new,0.1012264,Q4 2019,HEALTH CARE,13F,03/31/2022,0.9,
Aikido pharma inc,AIKI,"",142400.0,64000.0,0.0001,0.0002,3869,-82500.0,-36.68297,reduction,2.7110616,Q2 2021,INDUSTRIALS,13F,03/31/2022,0.59,
Acer therapeutics inc,ACER,"",22000.0,64000.0,0.0001,0.0,3870,4600.0,26.436782,addition,0.1436946,Q4 2021,HEALTH CARE,13F,03/31/2022,2.4096,
Blonder tongue laboratories inc.,BDRL,"",99449.0,64000.0,0.0001,0.0001,3871,-56513.0,-36.235109,reduction,0.7434440,Q3 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,0.65,
Astrotech corp.,ASTC,"",88600.0,64000.0,0.0001,0.0004,3872,-352422.0,-79.910299,reduction,0.1753835,Q4 2021,INDUSTRIALS,13F,03/31/2022,0.68,
Viveve medical inc,VIVE,"",59449.0,63000.0,0.0001,0.0001,3873,1749.0,3.031196,addition,N/A,Q4 2021, ,13F,03/31/2022,,
Mmtec inc,MTC,"",10212.5,63000.0,0.0001,0.0001,3874,-2347.5,-18.690287,reduction,0.3255499,Q4 2020,FINANCE,13F,03/31/2022,1.36,
Volcon inc,VLCN,"",32241.0,62000.0,0.0001,0.0002,3875,18541.0,135.335766,addition,0.1331853,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,5.6876,
China natural resources  inc.,CHNR,"",64600.0,62000.0,0.0001,0.0002,3876,-220600.0,-77.349229,reduction,0.1702326,Q4 2020,MATERIALS,13F,03/31/2022,1.38,
Aeterna zentaris inc,AEZS,"",167600.0,62000.0,0.0001,0.0001,3877,-143400.0,-46.109325,reduction,0.1380594,Q2 2021,HEALTH CARE,13F,03/31/2022,0.79,
Shapeways holdings inc,SHPW,"",21200.0,61000.0,0.0001,,3878,21200.0,,new,0.0433110,Q1 2022,FINANCE,13F,03/31/2022,2.86,
Ipower inc,IPW,"",36300.0,61000.0,0.0001,,3879,36300.0,,new,0.1370164,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,1.68,
Hoth therapeutics inc,HOTH,"",88400.0,61000.0,0.0001,0.0001,3880,-78700.0,-47.097546,reduction,0.2744440,Q4 2021,HEALTH CARE,13F,03/31/2022,0.66,
Aptorum group ltd,APM,"",36000.0,60000.0,0.0001,0.0002,3881,-45958.0,-56.075063,reduction,0.2726775,Q2 2021,HEALTH CARE,13F,03/31/2022,1.81,
Novabay pharmaceuticals inc,NBY,"",201222.0,60000.0,0.0001,0.0001,3882,73500.0,57.54686,addition,0.3824178,Q3 2021,HEALTH CARE,13F,03/31/2022,0.4333,
Best inc,BEST,"",18140.0,59000.0,0.0001,,3883,18140.0,,new,0.1773920,Q1 2022,INDUSTRIALS,13F,03/31/2022,3.225,
Jiuzi holdings inc,JZXN,"",43900.0,59000.0,0.0001,0.0001,3884,12900.0,41.612903,addition,0.2048832,Q4 2021, ,13F,03/31/2022,1.4347,
Flux power holdings  inc.,FLUX,"",22000.0,59000.0,0.0001,0.0002,3885,-23807.0,-51.972406,reduction,0.1375287,Q4 2021,INDUSTRIALS,13F,03/31/2022,4.29,
Kiora pharmaceuticals inc,KPRX,"",93619.0,58000.0,0.0001,,3886,93619.0,,new,0.7164303,Q1 2022,HEALTH CARE,13F,03/31/2022,0.622,
Planet labs pbc,PL,"",11500.0,58000.0,0.0001,,3887,11500.0,,new,0.0046459,Q1 2022,FINANCE,13F,03/31/2022,5.08,
Ucloudlink group inc. ads,UCL,"",32800.0,58000.0,0.0001,0.0001,3888,17800.0,118.666667,addition,0.1956169,Q4 2021,COMMUNICATIONS,13F,03/31/2022,3.9688,
Mink therapeutics inc,INKT,"",25760.0,58000.0,0.0001,0.0002,3889,-9340.0,-26.609687,reduction,0.0767560,Q4 2021,HEALTH CARE,13F,03/31/2022,4.46,
Seqll inc,SQL,"",41700.0,57000.0,0.0001,0.0001,3890,-21100.0,-33.598726,reduction,0.3508217,Q4 2021,HEALTH CARE,13F,03/31/2022,1.87,
Zosano pharma corp,ZSANQ,"",7121.8,56000.0,0.0001,,3891,7121.8,,new,5.0795755,Q2 2021,HEALTH CARE,13F,03/31/2022,7.875,
Akari therapeutics plc adr,AKTX,"",46250.0,56000.0,0.0001,0.0001,3892,-14039.0,-23.286172,reduction,0.0779286,Q1 2019,HEALTH CARE,13F,03/31/2022,,
Oncosec medical inc,ONCS,"",48998.0,56000.0,0.0001,0.0003,3893,-200363.0,-80.350576,reduction,0.1244693,Q3 2019,HEALTH CARE,13F,03/31/2022,1.52,
Cormedix inc,CRMD,"",10157.0,56000.0,0.0001,,3894,10157.0,,new,0.0259615,Q3 2021,HEALTH CARE,13F,03/31/2022,5.48,
The9 ltd-adr,NCTY,"",18376.0,55000.0,0.0001,,3895,18376.0,,new,N/A,Q1 2022, ,13F,03/31/2022,,
Tenax therapeutics inc,TENX,"",67432.0,55000.0,0.0001,0.0001,3896,-13000.0,-16.162721,reduction,0.2675139,Q4 2017,INDUSTRIALS,13F,03/31/2022,17.76,
Gracell biotechnologies inc. adr,GRCL,"",23600.0,55000.0,0.0001,,3897,23600.0,,new,0.0349088,Q1 2022,HEALTH CARE,13F,03/31/2022,2.33,
Soleno therapeutics inc,SLNO,"",248200.0,55000.0,0.0001,0.0,3898,187600.0,309.570957,addition,0.2066804,Q2 2021,HEALTH CARE,13F,03/31/2022,0.3004,
Archer aviation inc,ACHR,"",11400.0,55000.0,0.0001,0.0012,3899,-147335.0,-92.818219,reduction,0.0067265,Q4 2021,FINANCE,13F,03/31/2022,6.04,
Statera biopharma inc,STAB,"",171918.0,54000.0,0.0001,0.0006,3900,-34117.0,-16.558837,reduction,0.4588753,Q4 2016,HEALTH CARE,13F,03/31/2022,2.49,
Imac holdings inc,IMAC,"",51400.0,53000.0,0.0001,0.0001,3901,-22269.0,-30.228454,reduction,0.1940709,Q3 2021,HEALTH CARE,13F,03/31/2022,1.48,
Genocea biosciences inc,GNCA,"",42700.0,53000.0,0.0001,0.0,3902,15200.0,55.272727,addition,0.0727056,Q4 2021,HEALTH CARE,13F,03/31/2022,1.192,
Hyrecar inc,HYRE,"",22092.0,53000.0,0.0001,0.0003,3903,-35408.0,-61.57913,reduction,0.1013352,Q2 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,8.5,
Gbs inc,GBS,"",67500.0,53000.0,0.0001,,3904,67500.0,,new,0.4533273,Q1 2022,HEALTH CARE,13F,03/31/2022,0.782,
Deswell industries inc,DSWL,"",14600.0,53000.0,0.0001,0.0001,3905,-6100.0,-29.468599,reduction,0.0916208,Q4 2020,INDUSTRIALS,13F,03/31/2022,3.77,
Clarus therapeutics holdings inc,CRXT,"",34700.0,52000.0,0.0001,,3906,34700.0,,new,0.0667042,Q1 2022,HEALTH CARE,13F,03/31/2022,1.49,
Ezgo technologies ltd,EZGO,"",43000.0,52000.0,0.0001,0.0003,3907,-123460.0,-74.167968,reduction,0.3155525,Q4 2021, ,13F,03/31/2022,1.49,
Reeds inc,REED,"",173528.0,52000.0,0.0001,0.0001,3908,-105172.0,-37.736634,reduction,0.1540385,Q2 2020,CONSUMER STAPLES,13F,03/31/2022,0.36,
Comsovereign holding corp,COMSP,"",60268.0,51000.0,0.0001,0.0003,3909,-246732.0,-80.36873,reduction,1.9343338,Q4 2021,COMMUNICATIONS,13F,03/31/2022,0.76,
